# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = calibration_model
# start_datetime = 2022-07-04 15:24:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = calibration.json
# init = calibration.init.json
# random
#   seed = 0
# output
#   file = fit-4.csv
#   diagnostic_file =  (Default)
#   refresh = 10
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_cons.1,theta_cons.2,theta_cons.3,theta_age.1,theta_age.2,theta_age.3,rho0,rho1,rho2,eta.1,eta.2,eta.3,eta.4,phi.1,phi.2,phi.3,psi.1,psi.2,psi.3,kappa,nu,rate_LS_progression_AB,rate_LS_progression_BC,rate_LS_progression_CD,Dabir_genotype.1,Dabir_genotype.2,Dabir_genotype.3
4965.99,0.948425,0.125692,5,63,0,-4950.25,-4.78041,-5.07363,-2.82584,0.0354236,0.0489865,0.00181604,0.169221,36.523,37.3051,0.499395,0.160037,0.138541,0.101212,0.192253,0.31692,0.00647436,0.123693,0.0988241,0.0164113,0.0300403,0.00653805,1.36831,0.785568,0.365029,0.557322,0.360011,0.0826666
4967.88,0.970394,0.125692,4,31,0,-4954.4,-5.12248,-5.03411,-4.11616,0.0443288,0.049106,0.00217425,0.156587,30.1467,32.9991,0.495877,0.344237,0.178089,0.0126215,0.124431,0.410983,0.0582109,0.0987749,0.0952541,0.0509869,0.0167812,0.00963363,1.05831,2.54236,0.422939,0.626174,0.301801,0.0720248
4970.57,0.985065,0.125692,5,31,0,-4960.4,-4.97167,-5.04599,-4.21878,0.0431933,0.049196,0.00216772,0.166908,31.7443,34.1352,0.498059,0.299717,0.145753,0.0119181,0.146864,0.38793,0.0395354,0.0957861,0.103833,0.041847,0.051186,0.00695246,0.991511,2.73204,0.462806,0.60927,0.322152,0.0685776
4967.18,0.964943,0.125692,5,31,0,-4958.34,-5.00746,-4.86446,-5.23134,0.0382375,0.0485536,0.00533773,0.166488,33.6504,35.6063,0.44259,0.0542532,0.324679,0.0799213,0.210925,0.352591,0.052909,0.162077,0.0916531,0.0831294,0.0013182,0.0185907,2.68795,1.35227,0.271915,0.625323,0.264106,0.110571
4966.35,0.759706,0.125692,5,31,0,-4952.69,-4.80168,-4.83898,-5.27634,0.0426088,0.0468849,0.0011008,0.211292,35.6006,34.6817,0.495273,0.115447,0.369932,0.00929982,0.188753,0.325804,0.0674559,0.0989365,0.108796,0.203899,0.0621673,0.00438755,1.47283,1.71748,0.438718,0.603728,0.241719,0.154553
4968.51,0.947757,0.125692,5,31,0,-4956.98,-4.78773,-5.13658,-5.2522,0.0360487,0.0490554,0.012931,0.153902,32.8126,30.6619,0.435409,0.206548,0.186102,0.167902,0.137465,0.475131,0.0430973,0.109264,0.123545,0.0521675,0.00355914,0.00474263,1.2995,1.64357,0.373512,0.615973,0.298493,0.0855334
4970.32,0.91743,0.125692,5,31,0,-4959.09,-4.90891,-5.06916,-5.14269,0.0418851,0.0464116,0.00449891,0.199275,34.3835,33.3989,0.487516,0.214319,0.306444,0.115574,0.213975,0.449702,0.062671,0.119407,0.138156,0.128399,0.0175289,0.00918527,1.44154,1.9415,0.383599,0.564979,0.308881,0.126139
4963.85,0.991474,0.125692,5,31,0,-4955.31,-4.79317,-4.84492,-4.31524,0.0385539,0.0484925,0.00214866,0.175497,40.2919,53.9209,0.446786,0.122946,0.215056,0.0067046,0.190126,0.202098,0.0347161,0.12049,0.0658578,0.0405605,0.00160373,0.0029667,1.61683,4.87582,0.230982,0.633479,0.274645,0.0918763
4963.44,0.875735,0.125692,5,31,0,-4951.23,-4.92746,-4.99555,-4.76287,0.0437833,0.048458,0.0077032,0.186624,34.5454,32.1741,0.497958,0.30542,0.386861,0.0742641,0.167446,0.451356,0.0208244,0.102939,0.132725,0.12079,0.036233,0.000693388,1.47474,0.952059,0.530695,0.629463,0.277803,0.0927336
4966.54,0.988901,0.125692,5,31,0,-4950.29,-4.33748,-4.96334,-4.94922,0.0336036,0.0481959,0.0019757,0.155565,26.4964,32.0281,0.468291,0.236616,0.264413,0.0172413,0.113658,0.273312,0.0645117,0.0650283,0.085536,0.0596079,0.00784025,0.00565626,1.63509,2.95025,0.330942,0.585056,0.283848,0.131096
4964.63,0.893176,0.125692,5,63,0,-4954.25,-5.57668,-5.23805,-4.89862,0.0492232,0.0480105,0.0131567,0.136135,39.4275,32.7211,0.484096,0.257807,0.23496,0.0741628,0.240654,0.377766,0.00638042,0.155278,0.149086,0.091009,0.0100997,0.0097089,1.30696,1.17499,0.376229,0.586202,0.319039,0.0947587
4970.49,0.966519,0.125692,5,31,0,-4954.58,-5.0072,-5.04252,-5.6391,0.0458993,0.0489513,0.0296095,0.15013,29.9126,23.7317,0.474624,0.25481,0.106999,0.0271431,0.122755,0.331557,0.0840343,0.0664832,0.10574,0.0549596,0.0267985,0.0117037,1.58971,3.05128,0.300736,0.610561,0.320423,0.0690159
4966.95,0.924602,0.125692,5,63,0,-4954.42,-5.58067,-5.22581,-4.86727,0.0474011,0.0488392,0.00321833,0.107592,37.5139,28.3937,0.495945,0.07517,0.226124,0.0288292,0.285665,0.360352,0.0437251,0.19624,0.116941,0.0535007,0.0115404,0.0268045,1.37491,1.20118,0.465782,0.575931,0.31262,0.111449
4968.06,0.945906,0.125692,5,31,0,-4956.65,-5.00232,-4.89674,-3.82737,0.0478411,0.0495585,0.00385611,0.1694,33.9076,33.6712,0.398068,0.373124,0.0937724,0.0728504,0.0900301,0.27879,0.0206499,0.0699586,0.0819994,0.0464869,0.0189291,0.00341869,1.60059,2.27936,0.360491,0.60564,0.326398,0.0679621
4968.08,0.981681,0.125692,5,31,0,-4958.11,-4.83933,-4.96022,-4.14014,0.0465232,0.0489561,0.000774479,0.165245,37.9115,31.9329,0.46914,0.244651,0.116938,0.0627024,0.0818519,0.267614,0.0380402,0.0540215,0.0736286,0.0394821,0.0118029,0.00234616,1.92995,2.17344,0.301122,0.599686,0.30541,0.0949037
4965,0.787687,0.125692,5,63,0,-4951.02,-4.91356,-4.9091,-4.94427,0.0383588,0.0456779,0.0106348,0.20469,30.0803,33.8411,0.498151,0.177084,0.205266,0.0228587,0.281567,0.403266,0.0729715,0.193168,0.114409,0.11176,0.0306211,0.00593028,1.80724,3.21248,0.251443,0.64686,0.296511,0.0566284
4958.77,0.996309,0.125692,5,63,0,-4950.46,-4.65763,-4.97729,-4.46486,0.031988,0.0499947,0.00120542,0.165796,32.0178,25.5837,0.423628,0.175782,0.282644,0.0859031,0.275369,0.325745,0.109071,0.196526,0.089437,0.0697873,0.00877019,0.002271,1.25489,1.05036,0.602083,0.62331,0.25188,0.12481
4962.63,0.966668,0.125692,5,31,0,-4948.03,-4.50063,-4.89481,-5.21231,0.0333781,0.048763,0.00861875,0.217234,31.0832,41.6979,0.496957,0.182853,0.356674,0.00907871,0.182567,0.379962,0.00226622,0.113271,0.0928181,0.0882258,0.0173068,0.00610849,1.96422,2.58948,0.263089,0.605258,0.33508,0.0596612
4967.36,0.8763,0.125692,5,31,0,-4949.76,-5.31019,-4.94596,-4.04793,0.0475554,0.0493042,0.0015402,0.203054,41.1901,35.6329,0.488213,0.144357,0.0358584,0.112048,0.200313,0.308854,0.0383453,0.119863,0.0755045,0.0464523,0.0154815,0.0142404,1.19847,1.37135,0.550538,0.631836,0.255407,0.112758
4970.97,0.962963,0.125692,5,31,0,-4954.2,-5.14969,-4.86683,-4.13433,0.0428496,0.0461493,0.00402235,0.165459,30.855,30.225,0.485574,0.161458,0.191146,0.0100095,0.219687,0.383981,0.00963675,0.164488,0.0963646,0.0500425,0.0149727,0.00585146,1.71742,2.84727,0.320605,0.586835,0.329842,0.0833226
4969.8,0.986877,0.125692,5,31,0,-4962.22,-5.02648,-5.266,-4.25994,0.0466743,0.0489586,0.00532698,0.137643,33.6682,30.919,0.429136,0.294746,0.118142,0.0165766,0.12123,0.287408,0.0342812,0.0800567,0.0879162,0.0580767,0.0167473,0.0151417,1.16593,1.10718,0.539853,0.560409,0.333962,0.105629
4961.68,0.943834,0.125692,5,63,0,-4948.1,-5.24136,-5.26153,-5.48201,0.0424977,0.049046,0.00643988,0.102403,33.0387,40.7496,0.491643,0.173601,0.338671,0.00970333,0.17498,0.496982,0.017653,0.138296,0.144191,0.170691,0.00405382,0.0291187,1.77378,3.7307,0.30317,0.594112,0.321888,0.0840002
4955.44,0.914445,0.125692,5,31,0,-4943.32,-5.22201,-5.16797,-5.0185,0.0405957,0.0484647,0.00182617,0.10199,34.6538,50.6785,0.49738,0.329903,0.229449,0.00712178,0.118,0.497151,0.0070538,0.137283,0.133729,0.066873,0.00371694,0.0068942,1.96387,1.93971,0.427817,0.592827,0.319023,0.0881501
4960.89,0.978493,0.125692,5,63,0,-4942.86,-4.7847,-4.8933,-2.29327,0.0365665,0.048019,0.00273667,0.219259,33.6096,32.6186,0.464425,0.28625,0.0212045,0.0877509,0.265027,0.444015,0.00340759,0.1766,0.099797,0.00963349,0.00139467,0.00102045,1.09768,1.6094,0.26152,0.652032,0.258175,0.0897928
4963.55,0.937073,0.125692,5,63,0,-4943.6,-5.06066,-4.73065,-5.08222,0.0456143,0.0465651,0.00233668,0.209913,42.4322,41.7286,0.482305,0.0933273,0.350943,0.0025554,0.172245,0.311051,0.0318903,0.0965206,0.0829464,0.0384557,0.00129086,0.012694,1.31471,1.44757,0.219163,0.585775,0.321735,0.0924897
4968.11,0.965281,0.125692,5,31,0,-4954.06,-4.72007,-5.13706,-4.45979,0.035157,0.0495556,0.00270096,0.161552,37.6084,35.2848,0.449157,0.403513,0.092778,0.00627418,0.142688,0.38871,0.0604697,0.102437,0.127,0.0637173,0.0115771,0.000950191,1.50775,2.13562,0.401135,0.608089,0.287665,0.104246
4963.77,0.973989,0.125692,5,31,0,-4956.93,-4.53081,-5.14684,-4.48768,0.0326803,0.0481948,0.00786807,0.16064,31.5708,35.3683,0.493618,0.173755,0.0745857,0.00376918,0.186633,0.417601,0.0627705,0.0890593,0.112989,0.0731212,0.0779565,0.0185936,1.24729,2.09378,0.382705,0.60378,0.331339,0.0648803
4970.07,0.922734,0.125692,5,31,0,-4953.81,-4.74691,-5.08911,-4.62928,0.0384064,0.0494041,0.00959194,0.189118,31.7991,29.7699,0.492394,0.215075,0.0905,0.00436193,0.203027,0.396945,0.0545681,0.131974,0.111084,0.0745562,0.0377133,0.0126774,1.03621,1.7334,0.254035,0.588954,0.341157,0.0698887
4966.23,0.865503,0.125692,5,31,0,-4954.43,-5.16917,-5.02589,-4.64606,0.0428062,0.0494523,0.0168826,0.181006,40.2764,46.9642,0.469759,0.148988,0.180343,0.00246382,0.171045,0.322785,0.0616546,0.134321,0.0897025,0.037799,0.00220312,0.00303448,1.96843,1.53037,0.408589,0.682269,0.227584,0.0901467
4964.53,0.912765,0.125692,5,31,0,-4950.66,-4.9241,-5.00282,-5.18658,0.0431446,0.048402,0.0070542,0.146161,29.5209,21.8436,0.491628,0.345186,0.226277,0.140839,0.14237,0.414576,0.0737619,0.0838542,0.104936,0.0717917,0.0016492,0.0124654,0.865763,1.64576,0.33621,0.560043,0.365361,0.074596
4964.36,0.926296,0.125692,5,31,0,-4949.3,-5.02512,-5.05045,-4.90979,0.0449601,0.0474179,0.000806947,0.173613,36.9478,30.9293,0.484188,0.179049,0.0569331,0.0351008,0.15114,0.449935,0.0832266,0.108403,0.142177,0.206914,0.00019223,0.00643849,1.56072,1.46851,0.369405,0.61009,0.315328,0.074582
4967.95,0.99786,0.125692,5,31,0,-4958.34,-5.11452,-5.10806,-4.44338,0.044814,0.0495655,0.00274245,0.182807,41.3909,35.5815,0.494871,0.272817,0.262188,0.107789,0.163704,0.411042,0.10085,0.112123,0.103844,0.0861818,0.000207416,0.0193343,1.55562,1.6604,0.307446,0.586853,0.326487,0.0866603
4958.99,0.829079,0.125692,5,31,0,-4950.61,-4.52923,-4.69846,-5.74166,0.0340935,0.0469094,0.0364786,0.17229,26.9576,35.008,0.428543,0.327774,0.188383,0.00848652,0.138051,0.37118,0.0459664,0.110958,0.0827921,0.0766468,0.000381617,0.000286202,1.276,2.48184,0.486169,0.626831,0.28382,0.0893492
4960.21,0.858435,0.125692,5,31,0,-4944.24,-4.95393,-4.8026,-4.99811,0.0455089,0.0498299,0.00556523,0.187648,36.626,32.3462,0.492675,0.0920356,0.339364,0.0570478,0.11781,0.389808,0.0281307,0.0694279,0.0715569,0.151454,0.100364,0.0155344,1.47043,1.14008,0.25475,0.603558,0.283647,0.112795
4965.72,0.998178,0.125692,5,31,0,-4951.53,-5.1727,-5.24089,-4.8417,0.0453399,0.049897,0.0029043,0.160462,36.988,31.6218,0.458844,0.0932675,0.435064,0.0686005,0.183746,0.336101,0.00687712,0.124682,0.120354,0.04755,0.00246341,0.00272644,1.65271,2.00908,0.614758,0.639722,0.228855,0.131423
4960.23,0.947466,0.125692,5,31,0,-4948.63,-4.74438,-5.04494,-3.86425,0.0388905,0.0476232,0.00356947,0.241184,32.7418,31.1745,0.495659,0.364555,0.0266579,0.0125693,0.345391,0.451236,0.136775,0.165032,0.121564,0.112171,0.0559629,0.0147482,1.33648,1.7636,0.236735,0.58435,0.357464,0.0581861
4957.27,0.984183,0.125692,5,31,0,-4942.18,-5.37404,-4.51398,-4.43333,0.0465493,0.0388198,0.0159518,0.183567,31.7058,39.2661,0.456392,0.123296,0.151074,0.0805569,0.236363,0.463194,0.0452857,0.193318,0.127019,0.0577156,0.01366,0.00886434,1.46633,1.16043,0.471462,0.641602,0.31652,0.0418785
4956.57,0.957731,0.125692,5,63,0,-4943.22,-5.37692,-5.25637,-4.05625,0.0474093,0.0499828,0.00114342,0.115416,37.7492,26.1817,0.499244,0.320911,0.129167,0.0118509,0.117019,0.302674,0.0138234,0.100486,0.0815862,0.0240638,0.00670197,0.00908908,1.65176,2.95344,0.283692,0.620192,0.233274,0.146534
4961.25,0.960401,0.125692,5,31,0,-4944.03,-5.25054,-4.91506,-5.26827,0.0484085,0.0405858,0.0155679,0.125029,31.5906,29.9069,0.419278,0.356248,0.0947347,0.0692194,0.186586,0.377488,0.0751589,0.11394,0.152528,0.166039,0.0172023,0.0122047,1.23043,1.51507,0.448432,0.652701,0.282928,0.0643716
4963.98,0.945476,0.125692,5,31,0,-4945.21,-5.02432,-5.21104,-5.37951,0.0387002,0.049952,0.0206333,0.115544,36.8375,28.1455,0.497811,0.156746,0.271781,0.0447576,0.127146,0.363074,0.0960338,0.107087,0.10309,0.0704245,0.0182403,0.0126955,2.00572,0.999315,0.217666,0.526679,0.351257,0.122065
4963.83,0.863972,0.125692,5,31,0,-4946.63,-4.91802,-5.08518,-5.73944,0.0387755,0.0499542,0.0168536,0.115667,38.075,25.7894,0.491191,0.185709,0.274792,0.0460795,0.0921051,0.317351,0.0874776,0.0761842,0.109961,0.0984077,0.0202913,0.0274158,1.47311,1.19866,0.211623,0.555093,0.327933,0.116975
4963.1,0.820546,0.125692,5,31,0,-4947.36,-4.98464,-4.98923,-5.24868,0.0463772,0.0467312,0.00994722,0.123948,34.8162,48.1265,0.39493,0.344935,0.305252,0.00136791,0.0849126,0.256231,0.04369,0.0518757,0.0870306,0.0674072,0.0190918,0.0143307,1.61812,2.6727,0.426446,0.617312,0.292847,0.0898415
4959.51,0.833432,0.125692,5,31,0,-4943.42,-4.91645,-5.00042,-4.20463,0.0403059,0.0496619,0.00122749,0.199939,33.9471,31.6674,0.498118,0.165275,0.4303,0.000331412,0.252351,0.422907,0.00854316,0.172654,0.135108,0.0664433,0.0125811,0.014917,1.34859,1.44294,0.379707,0.61576,0.264177,0.120063
4961.51,0.95711,0.125692,5,31,0,-4944.09,-4.82803,-4.93646,-5.17005,0.0401571,0.0476609,0.017449,0.181315,35.0869,48.362,0.405154,0.331347,0.212624,0.198474,0.135826,0.303337,0.0403561,0.0913436,0.10601,0.100981,0.0235955,3.01506e-06,1.85652,2.9527,0.438438,0.596252,0.303874,0.0998744
4962.38,0.95441,0.125692,5,31,0,-4950.6,-4.97482,-5.0809,-6.11735,0.0424038,0.0479027,0.0346029,0.164157,42.5135,42.6035,0.486552,0.226997,0.239729,0.0754535,0.117793,0.377506,0.190976,0.0982974,0.110986,0.134949,0.00687549,7.27655e-06,1.75416,2.40853,0.599574,0.570784,0.332823,0.0963921
4973.62,0.946959,0.125692,5,31,0,-4952.66,-4.84546,-5.11347,-5.2828,0.0401181,0.049052,0.0144896,0.176552,39.9775,38.6091,0.479751,0.277816,0.198734,0.0403154,0.154841,0.370915,0.0405825,0.101145,0.108869,0.108192,0.0248042,0.00155683,1.37883,3.17563,0.520436,0.578092,0.322133,0.099775
4973.5,0.98432,0.125692,5,31,0,-4962.78,-4.88972,-5.00198,-4.97208,0.0384504,0.0482668,0.0228935,0.135419,28.8151,26.6756,0.463874,0.270925,0.16347,0.0224226,0.169087,0.391791,0.0403854,0.121614,0.106212,0.0627037,0.0125345,0.0196653,1.78238,2.03059,0.26781,0.626147,0.28098,0.0928735
4969.46,0.983856,0.125692,5,63,0,-4963.8,-5.23945,-5.20051,-3.72419,0.0426225,0.0491548,0.00186271,0.140453,36.2991,27.9899,0.481219,0.173844,0.16622,0.0109792,0.229088,0.413524,0.0109143,0.171771,0.156405,0.022934,0.0160988,0.00836776,2.30284,1.51025,0.428008,0.584742,0.341978,0.0732802
4963.81,0.891974,0.125692,5,31,0,-4954.21,-5.24719,-5.30441,-4.10415,0.0433923,0.0481351,0.00126461,0.131487,33.8407,22.4582,0.471798,0.381722,0.183029,0.00366169,0.253358,0.411967,0.0156652,0.176512,0.159652,0.0361729,0.00449637,0.00179763,2.14717,1.64892,0.331289,0.621801,0.298711,0.079488
4965.63,0.796133,0.125692,5,31,0,-4948.75,-5.07098,-5.18423,-4.75033,0.043728,0.0499044,0.00452649,0.121493,29.2822,29.5415,0.479894,0.0890439,0.161002,0.023003,0.112284,0.254592,0.0416798,0.0735771,0.0981049,0.087424,0.0256489,0.00883438,1.27412,3.10945,0.739319,0.607301,0.303528,0.0891705
4965.42,0.968238,0.125692,5,31,0,-4952.16,-4.98049,-5.06895,-5.3979,0.0406227,0.0493182,0.00252338,0.13817,35.6639,26.7034,0.491793,0.159385,0.404223,0.00928168,0.140732,0.383544,0.0336474,0.120762,0.0890697,0.0915483,0.019659,0.00597237,2.02482,1.73755,0.962841,0.57408,0.296184,0.129736
4961.02,1,0.125692,5,31,0,-4948.05,-5.16228,-5.15336,-4.08317,0.0473754,0.0479465,0.000789483,0.144323,34.7947,37.8004,0.466368,0.354494,0.0857934,1.60962e-05,0.111591,0.35387,0.0245875,0.0817733,0.134271,0.0327624,0.01835,0.000931282,1.01184,2.22317,0.237276,0.585275,0.359311,0.0554134
4967.59,0.883692,0.125692,6,63,0,-4951.6,-4.51616,-4.87285,-4.66635,0.0326649,0.048811,0.00104527,0.184433,33.3042,43.7342,0.484763,0.152834,0.343779,0.0080769,0.22084,0.292132,0.0489044,0.129056,0.0888796,0.052345,0.00990297,0.00304807,2.27598,1.76544,0.484399,0.601768,0.271488,0.126744
4968.52,0.983208,0.125692,5,31,0,-4957.71,-5.24388,-4.77286,-4.48726,0.045788,0.046144,0.00829971,0.192094,35.0827,32.1306,0.484587,0.170119,0.234268,0.104273,0.284486,0.276639,0.0191097,0.169932,0.0764172,0.0306135,0.023366,0.0141182,0.942897,1.50523,0.263223,0.650179,0.268491,0.0813306
4965.3,0.873391,0.125692,5,31,0,-4954.02,-5.0892,-4.89552,-4.96811,0.0433978,0.0490297,0.0316751,0.194439,40.4026,27.9701,0.443727,0.179683,0.268562,0.0149348,0.230644,0.270806,0.0114623,0.155722,0.0707201,0.0585076,0.0324034,0.0125072,1.21371,2.37855,0.412659,0.644061,0.259337,0.096602
4964.75,1,0.125692,5,31,0,-4951.81,-5.08794,-4.82515,-3.98893,0.0433158,0.0463872,0.000334135,0.18037,46.31,46.6581,0.492459,0.0999657,0.415859,0.0188247,0.145212,0.291799,0.0125485,0.116313,0.0767147,0.0182078,0.029928,0.0137036,1.35337,2.92851,0.342619,0.620761,0.282843,0.0963952
4963.34,0.91125,0.125692,5,31,0,-4954.74,-5.24519,-4.80418,-3.98522,0.0426519,0.047906,0.000279918,0.161913,45.5069,43.2622,0.493267,0.158734,0.212373,0.0155838,0.145771,0.291348,0.00678093,0.106256,0.0693478,0.0296799,0.0146332,0.0202603,1.15816,3.14728,0.449965,0.629998,0.267499,0.102502
4963.41,0.980272,0.125692,5,31,0,-4946.77,-5.2415,-5.13095,-3.44009,0.0424732,0.0483003,0.00194853,0.123793,47.241,36.0611,0.488662,0.24319,0.220995,0.0812582,0.173171,0.248752,0.00495743,0.135868,0.0822498,0.0146111,0.0438232,0.00473402,1.61477,1.99721,0.318964,0.6048,0.241142,0.154058
4965.79,0.982546,0.125692,5,31,0,-4951.03,-4.51775,-5.01151,-5.29086,0.0381079,0.0482345,0.0135939,0.193391,23.391,28.6938,0.431056,0.361865,0.165887,0.00956662,0.170991,0.461324,0.131837,0.0902951,0.129701,0.17563,0.00516839,0.00867882,1.43016,1.69435,0.470189,0.589912,0.345973,0.0641149
4967.32,0.823707,0.125692,5,31,0,-4950.38,-5.32149,-5.26847,-5.31377,0.04484,0.0488959,0.030567,0.1149,44.9791,33.0081,0.489872,0.25835,0.00482037,0.00698653,0.144206,0.235167,0.0731262,0.123457,0.0893198,0.0406527,0.00824184,0.0107765,1.3846,1.61471,0.275076,0.594056,0.333909,0.0720351
4967.96,0.992097,0.125692,5,31,0,-4960.73,-4.95372,-4.73703,-4.91866,0.0489337,0.0464025,0.012474,0.229983,30.7597,35.1879,0.439093,0.225189,0.365552,0.147216,0.165767,0.408192,0.0342472,0.0899425,0.101102,0.0709204,0.017066,0.00943696,1.50375,2.18183,0.483298,0.609906,0.311159,0.0789349
4966.13,0.890444,0.125692,5,31,0,-4955.61,-5.00585,-5.12495,-4.67312,0.0436492,0.0474233,0.00462987,0.137338,39.8835,31.7788,0.490162,0.413516,0.0666575,0.00224449,0.1202,0.301451,0.0572047,0.0776469,0.113931,0.0969835,0.0118353,0.00689431,1.5361,3.46951,0.229738,0.519965,0.382696,0.0973391
4969.59,0.980307,0.125692,5,31,0,-4957.57,-5.09486,-5.1341,-5.03946,0.0419698,0.0498718,0.00324212,0.14463,36.9934,38.3122,0.466609,0.222498,0.35341,0.0621553,0.186468,0.353633,0.0361141,0.131825,0.117616,0.073957,0.0266388,0.0194619,1.17442,3.40849,0.474383,0.537509,0.377643,0.0848476
4966.96,0.776069,0.125692,5,31,0,-4955.74,-4.89553,-5.28611,-3.79569,0.035027,0.0496806,0.00370644,0.1337,33.2861,30.8361,0.471114,0.353973,0.0416868,0.0678415,0.208092,0.434304,0.0210009,0.146592,0.160648,0.0252773,0.0197112,0.00416823,1.97783,1.10378,0.388821,0.636188,0.300925,0.0628865
